313,39.3867,9.9445e-05,254,5,105.87,254,1.49333,9.16419,254,29.22,4.01523,254,1.75667,0.375766,254,3.06667,2.76597,254,4.57333,0.00198405,254,5.63,0.0280019,254,4.22667,0.0981371,254,2.99667,0.377245,
282,24.8433,7.3131e-05,277,30.54,65.3045,277,1.33333,9.20822,277,40.8567,2.385,277,2.04667,0.173067,277,2.87333,2.59031,277,3.8,0.0020514,277,10.59,0.0281105,277,8.64667,0.0992259,277,6.30667,0.379921,
300,24.39,7.1308e-05,255,2.34,82.1334,255,1.48333,9.20386,258,10.6467,2.99662,258,2.44,0.301638,256,1.74333,3.40206,256,3.45,0.00197201,257,3.45333,0.028082,255,2.20667,0.100007,255,1.83,0.377059,
305,34.0733,7.5931e-05,252,5.40333,83.5362,252,1.69,9.14729,252,25.93,3.75088,252,2.74333,0.283693,252,3.45,3.03475,252,4.02667,0.00197291,252,3.37,0.0280459,252,2.41333,0.0994952,252,2.24333,0.378238,
284,28.8033,7.0772e-05,266,4.04667,68.1435,266,1.64667,9.14118,266,43.3667,1.6812,266,4.12333,0.333764,266,2.99667,2.22414,266,4.77667,0.00201678,266,7.21333,0.0277389,266,5.41,0.0988438,266,3.46333,0.374668,
298,55.2867,6.8927e-05,206,9.08,83.3663,206,2.94333,9.18089,206,12.1033,2.48918,206,3.45333,0.195105,206,3.57333,2.47793,206,17.74,0.00203717,206,7.46,0.028214,206,4.07333,0.101754,206,3.63,0.378245,
314,52.8833,8.6524e-05,210,4.62333,91.9597,210,2.39333,9.17267,210,6.67333,1.85715,211,3.45667,0.198265,210,3.66,2.25132,213,13.35,0.00202618,214,5.76,0.028001,210,4.01667,0.0989672,210,3.27,0.379404,
310,65.2333,7.7563e-05,190,6.94667,221.472,190,3.41,9.19124,190,7.15333,1.82592,192,3.92667,0.116782,191,4.24,3.51177,197,19.8033,0.00197328,203,10.5233,0.0277613,191,5.16,0.0991204,190,3.86333,0.379281,
305,56.8633,8.7767e-05,192,7.05333,241.893,193,3.26333,9.22017,197,6.85333,1.69097,197,4.73,0.112319,193,3.26333,2.4645,198,18.9167,0.00217622,198,7.04,0.0280062,194,4.63,0.0990338,193,4.07,0.377342,
297,45.17,6.682e-05,209,5.09667,155.216,209,2.92333,9.17433,214,10.3367,1.75275,214,3.17333,0.163535,209,2.91,3.94494,213,18.9233,0.0019768,213,6.45333,0.0279041,211,4.69,0.101198,209,3.8,0.389698,
314,76.7767,9.4062e-05,173,14.7767,1800.33,165,7.55667,9.14961,168,10.5333,1800.07,167,8.38,0.181548,165,7.55667,9.85006,173,26.17,0.00197336,190,18.8967,0.028456,172,10.3267,0.102316,168,8.69,0.376331,
302,75.7967,7.382e-05,174,7.59667,1800.31,173,5.39667,9.20243,173,8.38667,1.43745,174,6.42333,0.0597974,173,6.53,9.58468,182,24.6733,0.00211187,194,15.36,0.0282834,178,8.70333,0.099846,173,5.85667,0.381221,
306,72.4867,6.738e-05,178,9.14667,460.032,178,4.81667,9.57464,178,14.49,0.578329,178,6,0.0450984,178,5.96333,9.70597,182,24.3333,0.00206507,193,14.8267,0.0294093,179,7.78,0.10277,178,6.49667,0.382337,
311,79.92,6.7974e-05,176,9.72,1800.19,172,5.15,10.3423,172,10.1567,5.08142,172,6.81333,0.113041,172,6.27,9.59253,180,24.91,0.00198667,191,15.2433,0.0280487,179,10.2967,0.0997446,172,6.55667,0.380429,
300,62.8833,6.6532e-05,192,15.29,84.8603,192,4.23,9.24143,192,11.79,1.82947,192,5.41333,0.126784,192,4.23667,9.8707,192,24.42,0.00203125,202,18.1567,0.0298667,193,12.7567,0.103316,192,9.14333,0.384209,
316,88.37,6.9012e-05,166,14.5733,1800.33,159,11.2,9.47035,161,12.72,1003.47,163,11.8,0.229712,159,11.2,10.9406,169,28.97,0.00202167,190,25.0633,0.0285223,172,16.4933,0.101486,166,14.03,0.387143,
324,89.65,6.6858e-05,166,16.81,1800.34,161,13.2933,9.36142,162,14.0133,1800.09,163,13.6767,0.304064,161,13.2933,9.75925,165,27.56,0.0019757,192,26.7867,0.0284728,173,18.3133,0.101301,165,14.6167,0.38302,
308,84.07,6.905e-05,172,17.5433,1800.55,161,9.67667,9.2852,162,11.47,450.954,164,11.2267,0.131691,161,9.67667,10.373,169,26.74,0.00197876,190,23.1167,0.0279666,172,14.52,0.0985724,164,10.7633,0.373071,
316,89.4933,6.8296e-05,167,15.9267,1800.61,161,11.1433,9.80627,165,13.37,1800.07,162,11.4333,0.270932,161,11.1433,9.67958,167,27.4267,0.0020662,191,24.4667,0.0277395,172,15.9167,0.0990925,165,13.0367,0.377871,
317,90.31,7.0198e-05,165,14.7967,1800.38,162,12,9.14051,162,12.1467,923.938,164,12.38,0.272622,162,12,9.93215,167,26.8033,0.00197626,192,25.12,0.0280699,173,16.5833,0.0992779,165,13.1967,0.373871,
316,104.153,6.3727e-05,161,23.65,1800.36,155,19.9567,9.15207,156,20.5067,1782.03,158,21.0667,0.0576801,155,19.9567,10.6309,156,30.45,0.00197401,190,36.7,0.0278832,171,27.2767,0.0982043,161,22.73,0.373187,
336,106.927,6.2954e-05,162,24.19,1799.82,157,19.32,9.03827,158,20.6567,173.92,158,20.2033,0.0636842,157,19.32,9.62886,159,30.8667,0.00197954,190,34.66,0.0279613,171,25.7,0.098423,162,21.5933,0.376976,
316,96.1467,7.126e-05,164,21.8433,1800.35,157,16.2233,9.61396,159,18.29,1800.05,159,17.4833,0.110372,157,16.2233,10.2671,159,29.09,0.00197981,190,32.2333,0.0289565,171,22.77,0.102889,161,18.3033,0.384081,
315,97.1267,6.4678e-05,160,21.1,1800.36,157,19.1233,10.9614,158,19.5033,1152.59,159,19.58,0.0904359,157,19.1233,12.3032,159,29.95,0.00219682,191,34.8833,0.0306691,172,25.4133,0.109253,163,21.2567,0.414275,
328,103.6,7.7431e-05,161,20.6167,1800.37,157,18.9933,13.5171,159,20.91,172.981,160,19.2833,0.0747592,157,18.9933,13.3238,159,30.0967,0.00226363,190,34.14,0.0320915,171,25.1533,0.116251,162,21.08,0.432618,
