864.0,844.0,841
922.0,871.0,908
894.0,884.0,849
896.0,883.0,905
918.0,886.0,848
915.0,857.0,907
912.0,851.0,930
865.0,867.0,910
911.0,876.0,861
930.0,834.0,835
