888.0,878.0,837
913.0,905.0,881
870.0,887.0,833
893.0,858.0,840
870.0,877.0,889
897.0,896.0,891
901.0,876.0,894
892.0,835.0,875
826.0,912.0,904
913.0,894.0,1005
