924.0,894.0,873
869.0,841.0,875
914.0,896.0,915
899.0,873.0,873
855.0,863.0,901
885.0,851.0,913
872.0,847.0,861
896.0,874.0,1031
910.0,893.0,890
915.0,835.0,829
