585.0,573.0,573
562.0,571.0,571
562.0,575.0,573
564.0,576.0,576
571.0,579.0,579
570.0,567.0,564
579.0,577.0,577
570.0,574.0,574
571.0,578.0,571
567.0,567.0,567
