877.0,891.0,890
914.0,840.0,924
901.0,850.0,994
935.0,889.0,876
884.0,901.0,831
870.0,894.0,830
894.0,873.0,850
905.0,876.0,825
858.0,873.0,860
905.0,898.0,907
